ExpID,PublicationID,PublicationName,IonExpNum,Cells,CellClass,CellOrigin,CellCycle,DNAcontent,PhotonRadiation,PhotonExpNum,Ion,Charge,IrradiationConditions,LET,Energy,ax_paper,bx_paper,ai_paper,bi_paper,ax_fit,bx_fit,ai_fit,bi_fit
444,24,cox77,3,HF19,n,h,a,6.0,250kVp,2,4He,2,m,28.0,5.9,0.792,0.0,1.253,0.0,0.826208659945968,-0.0313438168153221,0.995318731924796,0.117810242448613
445,24,cox77,4,HF19,n,h,a,6.0,250kVp,2,4He,2,m,68.0,1.9,0.792,0.0,2.565,0.0,0.826208659945968,-0.0313438168153221,2.53613676002457,0.0
446,25,wouters96,1,V79,n,r,a,5.6,60Co,1,1H,1,s,2.33,22.8,0.06,0.022,0.109,0.0374,0.132130420084729,0.0211504392996632,0.0637030489917666,0.0423022838431427
447,25,wouters96,2,V79,n,r,a,5.6,60Co,1,1H,1,s,2.73,18.8,0.06,0.022,0.102,0.0388,0.132130420084729,0.0211504392996632,0.0673342061840223,0.0425862087776568
448,25,wouters96,3,V79,n,r,a,5.6,60Co,1,1H,1,s,2.89,17.6,0.06,0.022,0.101,0.039,0.132130420084729,0.0211504392996632,0.0663712812653243,0.0426263949184341
449,25,wouters96,4,V79,n,r,a,5.6,60Co,1,1H,1,s,3.09,16.1,0.06,0.022,0.097,0.0402,0.132130420084729,0.0211504392996632,0.0583229514095828,0.0443462100003536
450,25,wouters96,5,V79,n,r,a,5.6,60Co,1,1H,1,s,3.29,14.75,0.06,0.022,0.084,0.0426,0.132130420084729,0.0211504392996632,0.0366508744916293,0.0475992201343681
451,25,wouters96,6,V79,n,r,a,5.6,60Co,1,1H,1,s,3.44,14.05,0.06,0.022,0.085,0.0426,0.132130420084729,0.0211504392996632,0.0461307034030487,0.0468040771513373
452,25,wouters96,7,V79,n,r,a,5.6,60Co,1,1H,1,s,3.7,12.8,0.06,0.022,0.082,0.0428,0.132130420084729,0.0211504392996632,0.0405251639811201,0.0472358044738242
453,25,wouters96,8,V79,n,r,a,5.6,60Co,1,1H,1,s,4.0,11.6,0.06,0.022,0.085,0.0434,0.132130420084729,0.0211504392996632,0.0522741636541478,0.0468318087663998
454,25,wouters96,9,V79,n,r,a,5.6,60Co,1,1H,1,s,4.41,10.2,0.06,0.022,0.089,0.0432,0.132130420084729,0.0211504392996632,0.0653245415468558,0.0456118331022181
455,25,wouters96,10,V79,n,r,a,5.6,60Co,1,1H,1,s,5.11,8.55,0.06,0.022,0.093,0.0439,0.132130420084729,0.0211504392996632,0.0708997293523389,0.0462416017851266
456,25,wouters96,11,V79,n,r,a,5.6,60Co,1,1H,1,s,6.23,6.8,0.06,0.022,0.118,0.0439,0.132130420084729,0.0211504392996632,0.103961187508098,0.0442743013531413
457,26,combs09,1,U-87MG,t,h,a,6.0,250kVp,1,12C,6,s,103.0,18.0,0.176,0.027,0.84,0.0,0.1731701169618,0.0277304276750851,0.826840004752858,0.0
458,26,combs09,2,U-87MG,t,h,a,6.0,250kVp,1,12C,6,m,170.0,9.8,0.176,0.027,1.45,0.0,0.1731701169618,0.0277304276750851,1.4215498412308,0.0
459,26,combs09,3,LN229,t,h,a,6.0,250kVp,2,12C,6,s,103.0,18.0,0.272,0.06,1.31,0.0,0.192493085778078,0.0764436439436124,1.66830581610717,-0.216677343461578
460,26,combs09,4,LN229,t,h,a,6.0,250kVp,2,12C,6,m,170.0,9.8,0.272,0.06,2.16,0.0,0.192493085778078,0.0764436439436124,2.17203634489921,0.0
461,27,kitajima10,1,SuSa,n,h,G0/G1,6.0,150kVp,1,12C,6,m,24.0,120.0,,,,,1.14563532917424,-0.0596532419495978,1.056367822425,0.0509791090698519
462,27,kitajima10,2,SuSa,n,h,G0/G1,6.0,150kVp,1,12C,6,m,50.0,43.0,,,,,1.14563532917424,-0.0596532419495978,1.27032311148791,0.0
463,27,kitajima10,3,SuSa,n,h,G0/G1,6.0,150kVp,1,12C,6,m,60.0,35.0,,,,,1.14563532917424,-0.0596532419495978,1.81139116429248,-0.123484392979045
464,27,kitajima10,4,SuSa,n,h,G0/G1,6.0,150kVp,1,56Fe,26,m,200.0,450.0,,,,,1.14563532917424,-0.0596532419495978,1.78609085241265,0.0
465,27,kitajima10,5,AT1OS,n,h,G0/G1,6.0,150kVp,2,12C,6,m,24.0,120.0,,,,,2.37235259809873,0.0,3.09037763201826,0.0
466,27,kitajima10,6,AT1OS,n,h,G0/G1,6.0,150kVp,2,12C,6,m,40.0,60.0,,,,,2.37235259809873,0.0,3.60590575004692,0.0
467,27,kitajima10,7,AT1OS,n,h,G0/G1,6.0,150kVp,2,12C,6,m,50.0,43.0,,,,,2.37235259809873,0.0,3.70765686925737,0.0789864825195969
468,27,kitajima10,8,AT1OS,n,h,G0/G1,6.0,150kVp,2,56Fe,26,m,200.0,450.0,,,,,2.37235259809873,0.0,3.72607852097852,-0.0750821308923168
469,28,blomquist93,1,LS-174T,t,h,a,6.0,60Co,1,1H,1,s,4.0,11.6,0.541,0.0,0.653,0.004,0.542895301371252,0.0,0.690012057147567,0.0
470,28,blomquist93,2,V79,n,r,a,5.6,60Co,2,1H,1,s,4.0,11.6,0.126,0.0345,0.329,0.024,0.0,0.0527468651321357,0.368845619390945,0.0223509635509891
471,29,yang85,1,C3H10T1/2,n,r,a,5.6,225kVp,1,12C,6,m,10.5,440.0,,,,,0.392538743550531,0.0268774228758285,0.64310958111413,0.0
472,29,yang85,2,C3H10T1/2,n,r,a,5.6,225kVp,2,20Ne,10,m,32.0,360.0,,,,,0.293251128766625,0.0268150506566362,0.434174031062378,0.0287150772038565
473,29,yang85,3,C3H10T1/2,n,r,a,5.6,225kVp,3,28Si,14,m,51.0,580.0,,,,,0.278287033708671,0.0177661274597762,0.295139050661198,0.0732300466833499
474,29,yang85,4,C3H10T1/2,n,r,a,5.6,225kVp,4,28Si,14,m,83.0,225.0,,,,,0.193451159607634,0.0284152290052365,0.606442839249554,0.073466456896868
475,29,yang85,5,C3H10T1/2,n,r,a,5.6,225kVp,5,40Ar,18,m,140.0,215.0,,,,,0.145734639266312,0.030858772856306,0.552693547583392,0.107124583564382
476,29,yang85,6,C3H10T1/2,n,r,a,5.6,225kVp,6,56Fe,26,m,198.0,460.0,,,,,0.255072753430022,0.0231797581639522,0.787483500466747,0.080989159266841
477,29,yang85,7,C3H10T1/2,n,r,a,5.6,225kVp,7,56Fe,26,m,290.0,220.0,,,,,0.0,0.0538363229449861,0.466022058593771,0.0573986564154782
478,29,yang85,8,C3H10T1/2,n,r,a,5.6,225kVp,8,56Fe,26,m,480.0,103.0,,,,,0.0473034196124603,0.047855772628758,0.560046726368367,0.0276380724443369
479,29,yang85,9,C3H10T1/2,n,r,a,5.6,225kVp,9,238U,92,m,2080.0,990.0,,,,,0.0,0.0628899073561577,0.233160426891197,0.0165649045956629
480,30,miller95,1,C3H10T1/2,n,r,a,5.6,250kVp,1,2H,1,m,3.8,12.9,,,,,0.0864339029252305,0.0686424856850556,0.18268987515342,0.0202211676648377
481,30,miller95,2,C3H10T1/2,n,r,a,5.6,250kVp,1,1H,1,m,15.0,2.25,,,,,0.0864339029252305,0.0686424856850556,0.836030098076393,0.0
482,30,miller95,3,C3H10T1/2,n,r,a,5.6,250kVp,1,2H,1,m,40.0,0.275,,,,,0.0864339029252305,0.0686424856850556,0.0,1.86908023652278
483,30,miller95,4,C3H10T1/2,n,r,a,5.6,250kVp,1,3He,2,m,75.0,1.67,,,,,0.0864339029252305,0.0686424856850556,1.71941772316593,0.0
484,30,miller95,5,C3H10T1/2,n,r,a,5.6,250kVp,1,4He,2,m,90.0,1.28,,,,,0.0864339029252305,0.0686424856850556,1.68721774146304,-0.451295576156512
485,30,miller95,6,C3H10T1/2,n,r,a,5.6,250kVp,1,4He,2,m,120.0,0.83,,,,,0.0864339029252305,0.0686424856850556,2.74383505125607,-0.865897828394994
486,30,miller95,7,C3H10T1/2,n,r,a,5.6,250kVp,1,4He,2,m,150.0,0.59,,,,,0.0864339029252305,0.0686424856850556,2.13835610505208,0.0
487,30,miller95,8,C3H10T1/2,n,r,a,5.6,250kVp,1,4He,2,m,200.0,0.36,,,,,0.0864339029252305,0.0686424856850556,1.43703871997537,0.0
488,30,miller95,9,C3H10T1/2,n,r,a,5.6,250kVp,1,12C,6,m,265.0,5.36,,,,,0.0864339029252305,0.0686424856850556,0.912193672607521,1.06669147427347
489,30,miller95,10,C3H10T1/2,n,r,a,5.6,250kVp,1,16O,8,m,418.0,6.04,,,,,0.0864339029252305,0.0686424856850556,0.698568907089348,0.156928355991518
490,31,czub08,1,CHO,n,r,a,5.6,60Co,1,12C,6,m,438.0,2.78,0.17,0.02,0.7,0.05,0.182657469916156,0.0170563640449433,0.661339436531066,0.0520808411026897
491,31,czub08,2,CHO,n,r,a,5.6,60Co,1,12C,6,m,576.0,1.69,0.17,0.02,0.64,0.01,0.182657469916156,0.0170563640449433,0.969702163354613,-0.0495801835193668
492,31,czub08,3,CHO,n,r,a,5.6,60Co,1,20Ne,10,m,1017.0,2.81,0.17,0.02,0.45,0.0,0.182657469916156,0.0170563640449433,0.255681935650896,0.0302478050116477
493,31,czub08,4,CHO,n,r,a,5.6,60Co,1,20Ne,10,m,1245.0,1.74,0.17,0.02,0.38,0.0,0.182657469916156,0.0170563640449433,0.432212453075311,-0.0282885173548333
494,32,kamlah11,1,A-549,t,h,a,6.0,6MV,1,12C,6,m,168.0,9.9,,,,,0.300990259990419,0.0273953835441557,1.87960564673987,-0.283056610194007
495,33,aoki00,1,V79,n,r,a,5.6,200kVp,1,12C,6,m,13.0,283.0,,,,,0.191073462867253,0.0202519486529888,0.0,0.0491951835967957
496,33,aoki00,2,V79,n,r,a,5.6,200kVp,1,12C,6,m,30.0,83.0,,,,,0.191073462867253,0.0202519486529888,0.47834269788996,0.0
497,33,aoki00,3,V79,n,r,a,5.6,200kVp,1,12C,6,m,60.0,35.0,,,,,0.191073462867253,0.0202519486529888,0.657133231875581,0.0658818478124012
498,33,aoki00,4,V79,n,r,a,5.6,200kVp,1,12C,6,m,110.0,16.0,,,,,0.191073462867253,0.0202519486529888,0.478361312732888,0.294923175217274
499,33,aoki00,5,V79,n,r,a,5.6,200kVp,1,12C,6,m,152.0,11.0,,,,,0.191073462867253,0.0202519486529888,1.19962245278469,-0.0909510360918317
500,33,aoki00,6,V79,n,r,a,5.6,200kVp,1,12C,6,m,237.0,6.4,,,,,0.191073462867253,0.0202519486529888,0.807884288119356,-0.0265561361820791
501,34,han98,1,SHE,n,r,a,5.6,250kVp,1,12C,6,m,13.0,283.0,,,,,0.395332083212057,0.0259564114219856,0.452581639397582,0.0467128925476391
502,34,han98,2,SHE,n,r,a,5.6,250kVp,1,12C,6,m,50.0,43.0,,,,,0.395332083212057,0.0259564114219856,1.01345700684691,-0.0208659726987484
503,34,han98,3,SHE,n,r,a,5.6,250kVp,1,12C,6,m,100.0,18.5,,,,,0.395332083212057,0.0259564114219856,1.43124167106049,-0.0673836281233196
504,34,han98,4,SHE,n,r,a,5.6,250kVp,1,28Si,14,m,150.0,95.0,,,,,0.395332083212057,0.0259564114219856,1.29065426636869,-0.058134224292273
505,34,han98,5,SHE,n,r,a,5.6,250kVp,1,28Si,14,m,240.0,50.0,,,,,0.395332083212057,0.0259564114219856,1.08861336998893,-0.054370336680905
506,34,han98,6,SHE,n,r,a,5.6,250kVp,1,28Si,14,m,400.0,25.0,,,,,0.395332083212057,0.0259564114219856,0.799495469095714,-0.0170992565503531
507,35,hamada10,1,H1299-wtp53,t,h,a,6.0,200kVp,1,12C,6,m,13.0,280.0,,,,,0.0,0.0411634419162669,0.126958774024794,0.0320433015269164
508,35,hamada10,2,H1299-wtp53,t,h,a,6.0,200kVp,1,20Ne,10,m,35.0,300.0,,,,,0.0,0.0411634419162669,0.0,0.0808700310844183
509,35,hamada10,3,H1299-wtp53,t,h,a,6.0,200kVp,1,28Si,14,m,55.0,500.0,,,,,0.0,0.0411634419162669,0.0945335876331376,0.0850723851656811
510,35,hamada10,4,H1299-wtp53,t,h,a,6.0,200kVp,1,40Ar,18,m,85.0,600.0,,,,,0.0,0.0411634419162669,0.455496795805337,0.0
511,35,hamada10,5,H1299-wtp53,t,h,a,6.0,200kVp,1,56Fe,26,m,200.0,450.0,,,,,0.0,0.0411634419162669,0.251423498834377,0.102047052257124
512,35,hamada10,6,H1299-wtp53,t,h,a,6.0,200kVp,1,12C,6,m,30.0,80.0,,,,,0.0,0.0411634419162669,0.231527734331425,0.0259827667770448
513,35,hamada10,7,H1299-wtp53,t,h,a,6.0,200kVp,1,12C,6,m,70.0,28.0,,,,,0.0,0.0411634419162669,0.342750183685228,0.0544294240567105
514,35,hamada10,8,H1299-wtp53,t,h,a,6.0,200kVp,1,12C,6,m,100.0,20.0,,,,,0.0,0.0411634419162669,0.452090908263068,0.0921816858055299
515,36,claesson11,1,V79,n,r,a,5.6,100kVp,1,4He,2,m,110.0,0.8,,,,,0.0859480791501679,0.0172706100871101,1.46074351905831,0.0
516,36,claesson11,2,V79,n,r,G1,5.6,100kVp,2,4He,2,m,110.0,0.8,,,,,0.353427370799031,0.0,3.11011887214268,-0.603451031495344
517,36,claesson11,3,V79,n,r,Se,5.6,100kVp,3,4He,2,m,110.0,0.8,,,,,0.26139242007124,0.0,3.02001103204171,-0.626107142850843
518,36,claesson11,4,V79,n,r,Sm,5.6,100kVp,4,4He,2,m,110.0,0.8,,,,,0.204430105295088,0.0115067310744575,1.5523850289841,0.0
519,36,claesson11,5,V79,n,r,Sl,5.6,100kVp,5,4He,2,m,110.0,0.8,,,,,0.0969245089565435,0.0297119458583869,2.01030316305776,-0.135847524628681
520,36,claesson11,6,V79,n,r,M,5.6,100kVp,6,4He,2,m,110.0,0.8,,,,,0.455540786610608,0.0192131570421059,1.49058957126144,0.0
521,37,wedenberg10,1,T1,n,h,a,6.0,250kVp,1,4He,2,m,25.0,6.8,,,,,0.271496222590575,0.0255305400858175,0.669902667363973,0.0120292699746656
522,37,wedenberg10,2,T1,n,h,a,6.0,250kVp,1,4He,2,m,61.0,2.2,,,,,0.271496222590575,0.0255305400858175,1.17583728256877,0.0
523,37,wedenberg10,3,T1,n,h,a,6.0,250kVp,1,4He,2,m,88.0,1.3,,,,,0.271496222590575,0.0255305400858175,1.42748360501053,0.0207214889991338
524,37,wedenberg10,4,T1,n,h,a,6.0,250kVp,1,4He,2,m,110.0,0.93,,,,,0.271496222590575,0.0255305400858175,1.84548400063771,-0.0190311162120015
525,37,wedenberg10,5,T1,n,h,a,6.0,250kVp,1,4He,2,m,165.0,0.46,,,,,0.271496222590575,0.0255305400858175,1.33375316116084,-0.0269642789108023
526,38,miller90,1,C3H10T1/2,n,r,a,5.6,250kVp,1,2H,1,m,40.0,0.55,,,,,0.0864339029252305,0.0686424856850556,1.53958879174131,0.0
527,39,tobias80,1,V79,n,r,S,5.6,220kVp,1,40Ar,18,m,370.0,55.0,,,,,0.104230262008129,0.018873329165216,0.737344916615914,0.0
528,39,tobias80,2,V79,n,r,G1,5.6,220kVp,2,40Ar,18,m,370.0,55.0,,,,,0.355108955103623,0.031204648714228,0.81939489876207,0.0101999332299709
529,40,cox79,1,HF19,n,h,a,6.0,250kVp,1,4He,2,m,20.0,8.8,0.797,0.0,1.09,0.0,0.826208659945968,-0.0313438168153221,1.11466489729588,0.0
530,40,cox79,2,HF19,n,h,a,6.0,250kVp,1,4He,2,m,50.0,2.8,0.797,0.0,1.98,0.0,0.826208659945968,-0.0313438168153221,1.93079668112693,0.051213492389756
531,40,cox79,3,HF19,n,h,a,6.0,250kVp,1,4He,2,m,90.0,1.24,0.797,0.0,3.16,0.0,0.826208659945968,-0.0313438168153221,3.64569388216876,-0.408938170320096
532,40,cox79,4,HF19,n,h,a,6.0,250kVp,1,11B,5,m,110.0,10.3,0.797,0.0,2.96,0.0,0.826208659945968,-0.0313438168153221,3.37813551212412,-0.287788508746729
533,40,cox79,5,HF19,n,h,a,6.0,250kVp,1,11B,5,m,160.0,6.6,0.797,0.0,2.79,0.0,0.826208659945968,-0.0313438168153221,2.85942122116611,0.0
534,40,cox79,6,HF19,n,h,a,6.0,250kVp,1,11B,5,m,200.0,5.0,0.797,0.0,2.0,0.0,0.826208659945968,-0.0313438168153221,1.9984062981098,0.0
535,40,cox79,7,HF19,n,h,a,6.0,250kVp,1,14N,7,m,470.0,3.8,0.797,0.0,1.38,0.0,0.826208659945968,-0.0313438168153221,1.38324920011774,0.0
536,41,ito06,1,HL-60,t,h,a,6.0,4MV,1,12C,6,m,20.0,126.0,,,,,0.314508823394155,0.0557604738062807,0.807489521437886,0.0560708784094829
537,41,ito06,2,HL-60,t,h,a,6.0,4MV,1,12C,6,m,60.0,32.0,,,,,0.314508823394155,0.0557604738062807,1.01001175703569,0.253074657258245
538,41,ito06,3,HL-60,t,h,a,6.0,4MV,1,12C,6,m,80.0,26.0,,,,,0.314508823394155,0.0557604738062807,1.05321735823754,0.184008814260434
539,41,ito06,4,HL-60,t,h,a,6.0,4MV,1,28Si,14,m,100.0,143.0,,,,,0.314508823394155,0.0557604738062807,0.998125771994139,0.20443491864829
540,41,ito06,5,HL-60,t,h,a,6.0,4MV,1,28Si,14,m,200.0,57.0,,,,,0.314508823394155,0.0557604738062807,1.08013459214265,0.173713732027104
541,41,ito06,6,HL-60,t,h,a,6.0,4MV,1,28Si,14,m,300.0,30.0,,,,,0.314508823394155,0.0557604738062807,1.11805001725962,0.0375861459970652
542,41,ito06,7,HL-60,t,h,a,6.0,4MV,1,56Fe,26,m,440.0,100.0,,,,,0.314508823394155,0.0557604738062807,0.511492361531643,0.0735889924461913
543,42,tilly99,1,V79,n,r,a,5.6,60Co,1,14N,7,m,78.0,37.0,0.112,0.03,0.528,0.086,0.13512570112465,0.0268755385863186,0.0,0.247569885137356
544,42,tilly99,2,V79,n,r,a,5.6,60Co,1,14N,7,m,165.0,14.4,0.112,0.03,0.697,0.138,0.13512570112465,0.0268755385863186,0.722717034840764,0.124347294340094
545,42,tilly99,3,V79,n,r,a,5.6,60Co,1,4He,2,m,6.0,39.0,,,,,0.13512570112465,0.0268755385863186,0.203489191693185,0.0291090307232163
546,43,thacker79,1,V79,n,r,a,5.6,60Co,1,4He,2,m,28.0,5.9,,,,,0.144661272063145,0.0261421641540714,0.708781374854339,0.0
547,43,thacker79,2,V79,n,r,a,5.6,60Co,1,4He,2,m,70.0,1.8,,,,,0.144661272063145,0.0261421641540714,1.18511960541545,0.0
548,43,thacker79,3,V79,n,r,a,5.6,60Co,1,4He,2,m,90.0,1.24,,,,,0.144661272063145,0.0261421641540714,1.43365408384909,0.0
549,43,thacker79,4,V79,n,r,a,5.6,60Co,1,11B,5,m,110.0,10.3,,,,,0.144661272063145,0.0261421641540714,0.700615957473017,0.140139723479191
550,43,thacker79,5,V79,n,r,a,5.6,60Co,1,11B,5,m,200.0,5.0,,,,,0.144661272063145,0.0261421641540714,1.33425171361703,0.0
551,43,thacker79,6,V79,n,r,a,5.6,60Co,1,14N,7,m,470.0,3.8,,,,,0.144661272063145,0.0261421641540714,0.789379861930647,0.0
552,44,hirayama09,1,V79,n,r,a,5.6,200kVp,1,12C,6,m,20.0,144.0,,,,,0.166544322859161,0.0338615509454676,0.0,0.0371434529129032
553,44,hirayama09,2,V79,n,r,a,5.6,200kVp,1,56Fe,26,m,200.0,416.0,,,,,0.166544322859161,0.0338615509454676,1.15643547703185,0.0
554,44,hirayama09,3,V79,n,r,a,5.6,200kVp,1,56Fe,26,m,797.0,53.0,,,,,0.166544322859161,0.0338615509454676,0.515408437197111,0.00918130308335659
555,44,hirayama09,4,V79,n,r,a,5.6,200kVp,1,56Fe,26,m,1298.0,29.0,,,,,0.166544322859161,0.0338615509454676,0.442497245082157,0.0
556,44,hirayama09,5,V79,n,r,a,5.6,200kVp,1,56Fe,26,m,2106.0,16.0,,,,,0.166544322859161,0.0338615509454676,0.352748654840014,0.0
557,45,hirayama05,1,CHO,n,r,a,5.6,200kVp,1,12C,6,m,79.6,24.0,,,,,0.293771899810946,0.0825007771458113,1.03813880607228,0.125301430352996
558,46,curtis82,1,R-1,t,r,a,5.6,225kVp,1,12C,6,s,11.0,389.0,0.14,0.062,0.402,0.054,0.265608735602937,0.0487706239719278,,
559,46,curtis82,2,R-1,t,r,a,5.6,225kVp,1,12C,6,s,16.0,200.0,0.14,0.062,0.566,0.019,0.265608735602937,0.0487706239719278,,
560,46,curtis82,3,R-1,t,r,a,5.6,225kVp,1,12C,6,s,30.5,81.0,0.14,0.062,0.614,0.018,0.265608735602937,0.0487706239719278,,
561,46,curtis82,4,R-1,t,r,a,5.6,225kVp,1,12C,6,s,36.0,65.5,0.14,0.062,0.496,0.068,0.265608735602937,0.0487706239719278,,
562,46,curtis82,5,R-1,t,r,a,5.6,225kVp,1,12C,6,s,38.0,61.0,0.14,0.062,0.475,0.07,0.265608735602937,0.0487706239719278,,
563,46,curtis82,6,R-1,t,r,a,5.6,225kVp,1,12C,6,s,46.0,48.0,0.14,0.062,0.631,0.047,0.265608735602937,0.0487706239719278,,
564,46,curtis82,7,R-1,t,r,a,5.6,225kVp,1,12C,6,s,52.5,40.5,0.14,0.062,0.553,0.065,0.265608735602937,0.0487706239719278,,
565,46,curtis82,8,R-1,t,r,a,5.6,225kVp,1,12C,6,s,64.0,32.0,0.14,0.062,0.446,0.058,0.265608735602937,0.0487706239719278,,
566,46,curtis82,9,R-1,t,r,a,5.6,225kVp,1,12C,6,s,75.0,26.0,0.14,0.062,0.744,0.046,0.265608735602937,0.0487706239719278,,
567,46,curtis82,10,R-1,t,r,a,5.6,225kVp,1,12C,6,s,90.0,21.0,0.14,0.062,0.871,0.037,0.265608735602937,0.0487706239719278,,
568,46,curtis82,11,R-1,t,r,a,5.6,225kVp,1,12C,6,s,95.0,19.5,0.14,0.062,0.76,0.045,0.265608735602937,0.0487706239719278,,
569,46,curtis82,12,R-1,t,r,a,5.6,225kVp,1,20Ne,10,s,31.0,379.0,0.14,0.062,0.492,0.078,0.265608735602937,0.0487706239719278,,
570,46,curtis82,13,R-1,t,r,a,5.6,225kVp,1,20Ne,10,s,35.0,299.0,0.14,0.062,0.567,0.016,0.265608735602937,0.0487706239719278,,
571,46,curtis82,14,R-1,t,r,a,5.6,225kVp,1,20Ne,10,s,58.5,133.0,0.14,0.062,0.646,0.025,0.265608735602937,0.0487706239719278,,
572,46,curtis82,15,R-1,t,r,a,5.6,225kVp,1,20Ne,10,s,70.0,105.0,0.14,0.062,0.648,0.039,0.265608735602937,0.0487706239719278,,
573,46,curtis82,16,R-1,t,r,a,5.6,225kVp,1,20Ne,10,s,74.0,97.0,0.14,0.062,0.799,0.031,0.265608735602937,0.0487706239719278,,
574,46,curtis82,17,R-1,t,r,a,5.6,225kVp,1,20Ne,10,s,90.0,75.0,0.14,0.062,0.506,0.025,0.265608735602937,0.0487706239719278,,
575,46,curtis82,18,R-1,t,r,a,5.6,225kVp,1,20Ne,10,s,120.0,52.0,0.14,0.062,0.897,0.053,0.265608735602937,0.0487706239719278,,
576,46,curtis82,19,R-1,t,r,a,5.6,225kVp,1,20Ne,10,s,122.5,50.0,0.14,0.062,0.8,0.048,0.265608735602937,0.0487706239719278,,
577,46,curtis82,20,R-1,t,r,a,5.6,225kVp,1,20Ne,10,s,150.0,39.0,0.14,0.062,0.745,0.042,0.265608735602937,0.0487706239719278,,
578,46,curtis82,21,R-1,t,r,a,5.6,225kVp,1,20Ne,10,s,177.5,32.0,0.14,0.062,1.168,0.026,0.265608735602937,0.0487706239719278,,
579,46,curtis82,22,R-1,t,r,a,5.6,225kVp,1,20Ne,10,s,185.0,30.0,0.14,0.062,0.844,0.027,0.265608735602937,0.0487706239719278,,
580,46,curtis82,23,R-1,t,r,a,5.6,225kVp,1,40Ar,18,s,95.0,428.0,0.14,0.062,0.949,0.054,0.265608735602937,0.0487706239719278,,
581,46,curtis82,24,R-1,t,r,a,5.6,225kVp,1,40Ar,18,s,210.0,116.5,0.14,0.062,1.053,0.03,0.265608735602937,0.0487706239719278,,
582,46,curtis82,25,R-1,t,r,a,5.6,225kVp,1,40Ar,18,s,280.0,79.0,0.14,0.062,1.144,0.0,0.265608735602937,0.0487706239719278,,
583,46,curtis82,26,R-1,t,r,a,5.6,225kVp,1,40Ar,18,s,430.0,46.0,0.14,0.062,1.076,0.006,0.265608735602937,0.0487706239719278,,
584,46,curtis82,27,R-1,t,r,a,5.6,225kVp,1,40Ar,18,s,540.0,34.5,0.14,0.062,0.955,0.002,0.265608735602937,0.0487706239719278,,
585,46,curtis82,28,R-1,t,r,a,5.6,225kVp,1,40Ar,18,s,750.0,22.0,0.14,0.062,0.884,0.015,0.265608735602937,0.0487706239719278,,
586,47,boehrnsen02,1,V79,n,r,a,5.6,6MV,1,12C,6,m,27.5,92.5,0.07,0.028,0.254,0.042,0.0328673078436944,0.0334800557916729,0.212571437946084,0.0472228584716181
587,47,boehrnsen02,2,V79,n,r,a,5.6,6MV,1,12C,6,m,153.0,10.2,0.07,0.028,0.604,0.062,0.0328673078436944,0.0334800557916729,0.702547058216642,0.0
588,48,fournier01,1,AG1522B,n,h,a,6.0,250kVp,1,12C,6,m,153.5,11.0,,,,,0.520428501899111,0.0252266508580268,1.5911630490096,-0.109505532962192
589,48,fournier01,2,AG1522B,n,h,a,6.0,250kVp,1,12C,6,m,16.6,195.0,,,,,0.520428501899111,0.0252266508580268,0.4094711618487,0.112495130239064
590,48,fournier01,3,AG1522B,n,h,a,6.0,250kVp,1,58Ni,28,m,2455.0,9.9,,,,,0.520428501899111,0.0252266508580268,0.325260463642236,0.0
591,48,fournier01,4,PS1,n,r,a,5.4,250kVp,2,12C,6,m,16.6,195.0,,,,,0.687295227724986,0.0,0.732676224213391,0.0
592,49,wulf85,1,B14FAF28,n,r,a,5.6,,1,40Ar,18,m,1950.0,3.88,,,0.17,0.0,0.16468857126602,0.0208884453706161,,
593,49,wulf85,2,B14FAF28,n,r,a,5.6,,1,40Ar,18,m,1950.0,3.88,,,0.176,0.0,0.16468857126602,0.0208884453706161,,
594,49,wulf85,3,B14FAF28,n,r,a,5.6,,1,40Ar,18,m,1800.0,4.64,,,0.205,0.0,0.16468857126602,0.0208884453706161,0.282585591570796,-0.00382754861925248
595,49,wulf85,4,B14FAF28,n,r,a,5.6,,1,40Ar,18,m,1350.0,8.4,,,0.319,0.0,0.16468857126602,0.0208884453706161,,
596,49,wulf85,5,B14FAF28,n,r,a,5.6,,1,40Ar,18,m,1280.0,9.24,,,0.327,0.0,0.16468857126602,0.0208884453706161,,
597,49,wulf85,6,B14FAF28,n,r,a,5.6,,1,40Ar,18,m,1280.0,9.24,,,0.347,0.0,0.16468857126602,0.0208884453706161,,
598,49,wulf85,7,B14FAF28,n,r,a,5.6,,1,48Ti,22,m,2710.0,3.68,,,0.165,0.0,0.16468857126602,0.0208884453706161,0.14931870836564,0.0
599,49,wulf85,8,B14FAF28,n,r,a,5.6,,1,48Ti,22,m,2140.0,7.03,,,0.154,0.0,0.16468857126602,0.0208884453706161,,
600,49,wulf85,9,B14FAF28,n,r,a,5.6,,1,58Ni,28,m,3910.0,3.6,,,0.091,0.0,0.16468857126602,0.0208884453706161,,
601,49,wulf85,10,B14FAF28,n,r,a,5.6,,1,58Ni,28,m,3910.0,3.6,,,0.123,0.0,0.16468857126602,0.0208884453706161,,
602,49,wulf85,11,B14FAF28,n,r,a,5.6,,1,84Kr,36,m,5600.0,3.17,,,0.064,0.0,0.16468857126602,0.0208884453706161,,
603,49,wulf85,12,B14FAF28,n,r,a,5.6,,1,84Kr,36,m,4700.0,7.0,,,0.132,0.0,0.16468857126602,0.0208884453706161,0.1184564112756,0.000884596816983041
